"Position","Title","Details","talk_id","talk_url","talk_desc","speakers","talk_times"
"9","Wired! How your brain learns new (programming) languages.","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=32674","32674","https://devoxx.be/talk/?id=32674","How much do you know about the computer that you are? The computer we call “our brain”? And do you sometimes struggle with learning the new programming languages or the features of a new Java version (let’s say Java 21)? Yes?! In that case, this talk is something for you!In this talk we’ll look at learning a new language from a Linguistic and Neurological perspective, while at the same time looking at how we can apply this in the IT setting we work in. At the end of this talk you will know how your brain stores new information and how that information can be retrieved and used. Next to that you will be given some practical tips and tricks on how to improve your own learning curve and how to help others support others who are in the process of learning.As a previous speech-and-language therapist I would like to give you a better understanding of how we learn languages and how this knowledge can help us in the never-ending changing world of software development!","Simone de Gijt","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"1","Building a Bullsh*t Language","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=31405","31405","https://devoxx.be/talk/?id=31405","I have created AnnotationScript, a programming language whose syntax is expressed entirely in Java annotations. Yes, you read that right: Java annotations.WTF!?The pandemic lockdowns of 2020 did strange things to people. Some people started learning the guitar. Others decided to get in shape. But not me. I decided to take Java annotations to their logical extreme.I think annotations are over-used in the Java ecosystem: you can use them for dependency injection, handling HTTP requests, and interacting with databases. You can even use them to generate code in various ways. But for some reason, nobody has actually used them to implement a full-blown, Turing-complete programming language. Until now.Do you want to know about the weird restrictions that Java annotations have? Do you want to know how you can still abuse them to do something weird like this? Also, do you want to know how easy it is to actually implement LISP? And do you want to know how easy it is to recursively implement LISP in the LISP you just implemented?You will be amazed. Weirded-out and amazed.","Jan Ouwens","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"2","Creating a custom educational game with Roblox, Quarkus, IoT devices, musical instruments and AI","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=52523","52523","https://devoxx.be/talk/?id=52523","During this workshop we will teach how to create Roblox games integrated with a Java / Quarkus backend to manage teams, quiz, coding challenges and also cool integrations with IoT sensors, musical instruments using Fast Fourier Transform with Java / Processing.org and also camera with AI to detect objects in the real players.We will explain the basics of Roblox development and show detailed architecture and challenges we have integrating Roblox with AWS Cloud. All the code is available to anyone that want to create your own game, demos for booths and amazing integration between virtual world and real world and vice-versa.All the participant will create:A Roblox game with quiz and coding challengeA Quarkus backend to manage quiz / teams / other data in a noSQL databaseDeployment backend in AWS Lambda with AWS DynamoDB and Amazon CodewhispererOptional: Test FFT integration with processing.orgOptional: use camera with AI to recognize objects in real players (if the player is wearing a hat, then the avatar inside the game wear a hat)AWS Temporary Accounts will be provided - ""all you can eat"" accounts for 12 hours.","Daniel Oh#Kevin Azijn#Vinicius Senger","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"3","Explainable AI Analysis Visualization: Applications from Brain Computer Interfaces to ChatGPT","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=23661","23661","https://devoxx.be/talk/?id=23661","The future of human machine teaming will combine Artificial Intelligence with the human mind in ways that were once science fiction. The technology is here now but researchers are challenged to understand the incredible complexity of both the human brain and Deep Learning models.Both Brain Computer Interfaces and extremely large deep learning models are rapidly accelerating fields. With biological neural networks the physical technology to interface has become a reality. With artificial neural networks, such as ChatGPT and DALLE the software technology to employ them has become a reality. Unfortunately the capacity to use these technologies incorrectly or even maliciously is also a reality. Governments, corporations and research facilities are racing to find ways to understand how large models and the human mind can be understood and therefore be harnessed for good.With Deep Learning models inspired by the human brain, the problem space has significant overlap. A primary concern is interpreting and explaining the hyper-dimensional feature space that comes with both domains. A critical method for explaining this space is visualization.This discussion will describe what makes a brain computer interface possible and how it can be utilized. The open source JavaFX Explainable AI tool Trinity will demonstrate organizing and visualizing neural data with dimensions well beyond 3D. Similar analysis will be demonstrated with deep learning embeddings such as those from ChatGPT.","Sean Phillips","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"4","Explaining QUIC: the protocol that is both very similar to and very different from TCP","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=39132","39132","https://devoxx.be/talk/?id=39132","Since the QUIC protocol became an official RFC in May 2021, QUIC and HTTP3 have gained a significant market share, even though most developers will not be aware of it.With HTTP/2 making significant changes compared to HTTP 1.x, HTTP/3 makes an even more radical change by moving away from TCP. In a sense QUIC is just an improved version of TCP, but it has some nice and shiny features that make it faster, secure and extensible.This technical talk will focus on QUIC. It will explain what QUIC exactly is, how it works under the hood, and how it is different from TCP. It will cover special features like connection migration and address validation, and explain the importance of its anti-ossification properties. It will also briefly touch HTTP3 and related protocols.","Peter Doornbosch","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"5","Home Automation in Practice","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=47014","47014","https://devoxx.be/talk/?id=47014","The Home Automation space is huge, full of jargon and is certainly a disjointed union Internet of Things. Come join Dan as he helps us make sense of Home Automation as we walk through his array of Home Automation experiments, discussing what's worked and what's not. How to not be cold, but also not poor. How to not walk in the dark, bit still not wake the baby. How to make your home smart enough to make your life easier, but not dumb enough to lock you out if your internet connection goes down.We'll be discussing technology stacks and vendors, protocols and integrations, off-the-shelf and build-your-own. By the end of this talk, hopefully you'll be up for giving something new a go, but in any case, hopefully be entertained by my stories of success and mostly comical failure along the way!","Dan Hardiker","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"6","How sand and Java are used to create the world’s most powerful chips","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=8356","8356","https://devoxx.be/talk/?id=8356","We all use computer chips such as processors, memory and sensors in our daily lives. But how are they created? How did the chip creation process evolve and what future changes can we expect?This session explains how computer chips are physically created by some of the most advanced machines on the planet. Did you know that these chips, nowadays, can contain more than one hundred million transistors per square millimeter?Java software is used everywhere, also in the process of chip manufacturing. In my project at ASML we’re working on a relatively new analytics platform which is used to process the data from the machines. The application then visualizes the results in order to find issues or improvement areas. This information is used to change the configuration parameters of the physical machine in order to create more and better chips. I will explain, on a high level, how our applications look like and which Java technologies we use.","Johan Janssen","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"7","JSol'Ex : solar image processing written in Java","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=36657","36657","https://devoxx.be/talk/?id=36657","The Sol'Ex (aka ""Solar Explorer"") is a home made instrument invented by Christian Buil, which enables observations of the sun in different wavelengths. It is a kind of so-called ""spectroheliograph"", an instrument which was invented back in 1890. With modern technologies like CMOS cameras, we can now build cheap devices which makes observing the sun accessible to everyone. What is interesting, however, is that such a device doesn't directly produce an image: software processing is mandatory, because we need to reconstruct an image from a video which only contains images of a portion of the light spectrum.With Sol'Ex, this processing has traditionally be done with INTI, a program written in Python co-authored by Christian Buil. As an amateur astronomer, I've been used to using software for astronomy image processing, but as a developer, I hadn't implemented anything myself yet. Therefore I challenged myself and started a project in order to write my own processing software, called JSol'Ex, written in Java. This project was started as an experiment, so that I understand the ""science"" behind the image reconstruction, and see if I was still capable, after 20+ years of programming, to implement algorithms based on research papers.In this session, I will explain what I have learnt: the principles of capturing images with the Sol'Ex instrument, how images are reconstructed, but also the various features I have added to JSol'Ex which make it now quite unique in its domain.","Cédric Champeau","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"8","Practical Pipelines: A Houseplant Soil Alerting System with ksqlDB","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=20292","20292","https://devoxx.be/talk/?id=20292","Houseplants can be hard – in many cases, over- and under-watering can have the same symptoms. Take away the guesswork involved in caring for your houseplants while also gaining valuable experience in building a practical, event-driven pipeline in your own home! This talk explores the process of building a houseplant monitoring and alerting system using a Raspberry Pi and Apache Kafka. Moisture and temperature readings are captured from sensors in the soil and streamed into Kafka. From here, we’ll use stream processing to transform the data, create a summary view of the current state, and drive real-time push alerts through Telegram. In this session, I’ll talk about how I ingest the data followed by the tools – including ksqlDB and Kafka Connect – that help transform the raw data into useful information, and finally I’ll show how to use Kafka Producers and Consumers to make the entire application more interactive.By the end of the talk, you’ll have everything you need to start building practical streaming pipelines in your own home. Roll up your sleeves – let’s get our hands dirty!","Danica Fine","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"9","Quantum Computing in Java: an exceptionential opportunity.","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=39135","39135","https://devoxx.be/talk/?id=39135","The combination of AI, science, and IT is revolutionizing society. Quantum Computing might have an even bigger impact.While uncertainties remain, quantum algorithms running on quantum computers can drastically reduce computation time and enable tasks way beyond classical computers' reach.Physicists are working on the hardware, mathematicians are working on algorithms, and meanwhile software developers can already try some quantum algorithms using quantum simulators.Join this session to explore how Java developers can leverage familiar Java API's to integrate quantum algorithms into their applications. Java is a great language for learning about quantum computing, and for applying it:We will explain the relevant concepts of quantum computing by making analogies to well-known Java concepts. The quantum simulator we use for running the examples is written in Java.We show examples on how to integrate quantum algorithms in real-world projects","Johan Vos","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"10","RPG Assistant: Helping Forgetful Dungeon Masters' with AI-Driven World Management","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=38404","38404","https://devoxx.be/talk/?id=38404","Semantic Kernel is a library for combining multiple AI services and native code. By leveraging OpenAI and the Semantic Kernel SDK for Java, Dungeon Masters (DMs) can revolutionize their campaigns, assisting with retrieving long forgotten facts about the game world, keeping track of events and catching cheating players using too many spells. This intelligent system empowers DMs with interactive storytelling, dynamic character interactions, and real-time decision support. The integration of the Semantic Kernel SDK allows combining multiple AI, storage services and custom native code to enabling comprehensive campaign management of intricate storylines, and we will demonstraight how easy it is to add powerful new features quickly that can be integrated into the existing features.","John Oliver#Bruno Borges","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"11","Speak, Code, Deploy: Transforming Developer Experience with Voice Commands","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=48813","48813","https://devoxx.be/talk/?id=48813","Imagine a world where your voice is the primary tool for coding. This is no longer a distant dream, but a reality that is transforming the developer experience (DX). In this talk, we delve into the innovative realm of voice-driven development, exploring how AI companions can streamline the code-deploy-test cycle, enhancing productivity and real-time feedback.We will discuss the emerging technologies enabling voice input in development work, their potential to DX, and the challenges we must still overcome. We'll touch upon the use of wake word detection, the Web Speech API for capturing developer input, and the application of large language models (LLMs) for Java code creation and modification and Vaadin for Java-only UI. We'll also explore the concept of in-memory compilation for near real-time results.Attendees will learn how voice-driven development can augment their workflow, providing real-time visual and functional feedback and making the development process more interactive and engaging. Also, giving some ideas about what voice features make sense (and what not).","Sami Ekblad","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"12","Unmasking the AI Illusion","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=48052","48052","https://devoxx.be/talk/?id=48052","The recent mass popularity of AI technology has brought about loads of opportunities and challenges. One such challenge is the widespread creation and proliferation of AI-generated images and resources, which has raised concerns about the potential for misinformation, fraud, and other malicious activities. Who doesn't remember the image of the pope in the white puffy vest? He looked cool, but unfortunately the image was AI-generated. This raises the question as to how you would go about differentiating reality from AI creations when the technology has gotten this good and will only improve? This talk will handle solutions to this issue and will offer you a few tools to get you started on your journey.","Michael Demey","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"1","Accessibility, why bother ?","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=6253","6253","https://devoxx.be/talk/?id=6253","Web accessibility is a crucial subject to ensure that all users, regardless of their needs or situation, can access and use the content and features of a website equally. This includes people with visual, auditory, motor or cognitive disabilities, as well as those using assistive devices or technologies. In addition, designing an accessible site can also benefit users who do not have disabilities.We will see in this presentation how to apply the different accessibility rules of the WCAG (Web Content Accessibility Guidelines) or A11y during all stages of the design of our web application in order to allow users to access our content equally.We will finish by seeing some practical cases of accessibility and how to automate some checks to maintain the accessibility of the site over time to ensure that it remains optimal for everyone.","Henry Lagarde","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"2","A Deep Dive into Advanced TypeScript: A Live Coding Expedition","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=38403","38403","https://devoxx.be/talk/?id=38403","Get ready to embark on a journey into the depths of TypeScript. We'll be exploring the often overlooked, yet powerful, features that lie beneath the surface of this versatile language.But we're not just talking theory here – this exploration will be a hands-on experience. Each feature will be brought to life through real-world examples, all done in a live coding session. Join in as we shine a light on these secret TypeScript treasures and discover how they can elevate your coding skills to new heights.Recursive types, type permutations and a css validator written in typescript are just three of the cool topics we are going to cover during this talk.","Christian Woerz","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"3","Cascade Solves Styling","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=48057","48057","https://devoxx.be/talk/?id=48057","To some, CSS is the most beautiful language they have ever written. Like a gentle stream, flowing over your markup and letting it burst into invigorating, saturated life. To others, CSS is the bane of their existence. An impossible game of whack-a-mole where changing one thing inevitably leads to unwanted side effects on totally unrelated places.Failing not to sound cliché, with great power comes great responsibility. Understandably, something that those with little to no affiliation with CSS are not eager to take.  At its basis, the Cascade, the C in CSS, together with specificity and inheritance, enables a very powerful system for styling the web. But it has become kind of the odd one out this last decade. We've seen the rise of conventions and frameworks that try to abstract away the complexity of authoring or work around the constraints that CSS laid upon us. But things have changed. Browser vendors are now working together for better styling cross-compatibility and CSS governance, and there are all sorts of amazing new features planned and already added to the CSS language in the last 2 years. With the advent of the Golden Era of CSS & Web UI, we have the unique opportunity to rethink how we should author CSS. I'm here to share with you where we, Web Artisans, have been, where we are and where we might be heading in terms of CSS architectures.","Maarten  Van Hoof","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"4","Hello (Virtual) World","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=29012","29012","https://devoxx.be/talk/?id=29012","","unknown","unknown"
"5","How we built AI features to improve the UI of custom business apps","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=66652","66652","https://devoxx.be/talk/?id=66652","New AI solutions built around large language models like ChatGPT are promising to increase user efficiency. But how do developers implement AI-driven user experiences in their custom-built business apps when they don’t have deep AI expertise or infinite resources?With a team of just 2 developers and just a few months of work, we created a solution that allowed developers to incorporate AI-driven form fill into their custom business apps. We will walk you through the process that we followed, including choosing an LLM, setting up prompt engineering, and fine-tuning the model. We will also show you the end result that enables users of custom business applications to be more efficient.After this session, you will be able to identify some of the ways you might incorporate AI into your own business applications and gain the knowledge you need to confidently embark on your own projects.","Peter Czuczor","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"6","JavaFX Developers BOF","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=45298","45298","https://devoxx.be/talk/?id=45298","Meet the JavaFX Project Leads, and learn about what's new in the JavaFX API and some of the things that are coming in the future. This will be an informal chat among those who develop JavaFX itself, and those who use JavaFX to develop rich desktop applications. There will be plenty of time for you to ask whatever questions are on your mind.","Kevin Rushforth#Johan Vos","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"7","Reactive applications with Event-Sourcing and Server-Sent events","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=16256","16256","https://devoxx.be/talk/?id=16256","It is 2023, and people have certain expectations of web applications. They needto feel fast, smooth, and dependable at the same time. However, synchronizingthe data between your backend and frontend can be problematic and can causeinconsistencies to creep in – diminishing the user experience!Enter the powerful duo: Server-Sent events and Event-Sourcing.Updating your backend data based on events and sending new data to the frontendensures the data is always up-to-date and responsive.In just 50 minutes, I will explain the basics and build an implementation withyou on stage.","Mitchell Herrijgers","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"8","Say the Words: Modern Java with JavaFX and GraalVM for Rich Client UIs","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=38409","38409","https://devoxx.be/talk/?id=38409","Wordle is a popular online game where you have up to six tries to guess a hidden five-letter word. By combining the power of the JavaFX UI toolkit with the latest Java Development Kit features, we show how to implement a client-side version for desktop and for mobile devices using GraalVM to generate native Java images for IOS and Android. Learn how to create the main UI layout with Scene Builder and use specialized UI controls with pseudo-classes for CSS styling. Understand JavaFX property binding to control UI state, use JavaFX animation, and summarize the game results with JavaFX charts. We'll also use modern Java including lambdas, streams, method references, records, and enhanced switch expressions.","Paul Anderson#Gail Anderson","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"9","Take your shot of Vitamin!","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=10601","10601","https://devoxx.be/talk/?id=10601","Decathlon has more than 160 frontend products, including 50 dedicated to mobile applications. Due to this context, it is hard to align the user interface across all these projects while respecting the platform.Vitamin is a Design System developed by Decathlon as a product which can be adapted to any context and with multiple technical implementations for Android, iOS and Web. In theory, you can use this Design System in your application and customize it to fit your theme and your needs.In this presentation, I'll focus on Vitamin Compose, the design and technical architecture, biases and what are the next steps.","Gerard Paligot","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"10","Unleashing the power of Angular: Navigating the latest releases and transformations","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=23700","23700","https://devoxx.be/talk/?id=23700","Discover the dynamic world of Angular! Join me for an insightful session where we'll explore the latest advancements and features in Angular, and get an exclusive sneak peek into what's coming next in Angular 17.During this talk, we'll delve into key topics like standalone components, enabling reusability and encapsulation in your projects. Experience the revolutionary Signals feature, transforming local component reactive state management and shaping the future of change detection in Angular.We'll also discuss the integration of Vite, a lightning-fast dev server that boosts productivity and accelerates your development cycles. Additionally, we'll explore the power of composition, simplifying the creation of intricate UI structures with ease.And the best part? I'll demonstrate these features through live demos!Level up your Angular skills and stay ahead in the ever-evolving world of modern web development. Don't miss this opportunity to gain insights into the latest Angular features and preview what's on the horizon in Angular 17. Join me and embrace the future of Angular!","Loïc  Magnette","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"11","Unlocking the Secrets of the Devoxx Mobile App: A Deep Dive into Open Source PWA with Vue and Firebase","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=68701","68701","https://devoxx.be/talk/?id=68701","Join us for an enlightening session where we'll peel back the layers of the Devoxx mobile app, an open-source Progressive Web App (PWA) built on the Voxxrin codebase. Powered by Vue and fortified with Firebase for seamless storage and offline capabilities, this app is a robust example of modern web technology. During this talk, not only will we delve into the technical intricacies of its architecture, but we'll also guide you on how you can become an active contributor. Get the inside scoop on the codebase, discover how to make effective pull requests, and learn how you can help evolve the project further. Whether you're a seasoned developer or a curious newbie, there's something for everyone in this deep dive into the world of PWAs and open source collaboration.","Xavier Hanin#Frédéric Camblor","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"12","UX is a full stack Job!","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=17251","17251","https://devoxx.be/talk/?id=17251","If you ever worked in a professional software project, you had someone taking care of UI/UX in your team. Ideally it was a dedicated role. If not, let me guess: It was this frontend folk!Those frontend people create the UI, what should you as a Backend Developer do for UX?In our talk we take you by the hand and walk you through the whole Software development process.Starting with the design phase in which you should already consider the potential user flow and processes when planning your architecture. While implementing your application you may want to provide a fast-responding API and prepare for future tracing after release.After Go-Live there are a lot of things negatively impacting your applications UX like high response times or even downtimes of a service you might want to detect and recover before the user even knows. Together we’ll find out where you can have an impact on the user experience of your project!","Marcel Bagemihl#Miriam Becker","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"13","WebComponents in 2023: A Comprehensive Exploration","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=23674","23674","https://devoxx.be/talk/?id=23674","For almost a decade now, we've been hearing about Web Components and their appealing promise of finally basing web development on a true component architecture, promoting reusability, modularization, and encapsulation.However, it is clear that today, in 2023, this promise is still not entirely fulfilled. Frameworks like React, Angular, and Vue continue to dominate the spotlight while the discourse around Web Components remains almost inaudible. Yet, Web Components are now present in many websites and applications we use every day, without us even noticing. The revolution is indeed underway, albeit rather quietly.In this lab, we will delve into the current evolution of Web Components, examining in detail the main libraries (Lit, Stencil, Hybrid...) and open-source component catalogs (Material, Lion, OpenUI5, Wired...)We will explore how different frameworks such as Svelte, Vue, and Angular have integrated and managed Web Components. The session aims to provide a comprehensive overview of strategies for creating reusable, framework-independent web components.We will also address common challenges, such as compatibility issues and Server Side Rendering (SSR) management, and the best practices and solutions for overcoming these problems.","Horacio Gonzalez","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"1","Are Your Tests Slowing You Down?","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=39117","39117","https://devoxx.be/talk/?id=39117","Testing is a Good Thing, right? Especially automated testing. But ""Good things come to those who wait"" is not something that's going to appeal to the busy developer. You want results, and you want them now. You're in The Zone working on a problem, and the last thing you want is to break your flow wrestling with your testing framework or waiting for the tests to finish running. More code means more tests. More coverage means more tests. More tests mean more time. Time that you want to spend being productive, creative, innovative. How can you balance the need for quality with the need for speed? In this talk, Trisha will identify issues that slow down developers when writing, running and debugging tests, and look at tools that can help developers with each of these problems. There will be live coding, analysis of social media poll results, an overview of solutions in this space, ""best practice"" recommendations, and machine learning will be mentioned at some point.","Trisha Gee","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"2","Automate your Changelogs with Release Drafter","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=47050","47050","https://devoxx.be/talk/?id=47050","[Almost] nobody likes writing documentation, and same for the changelogs! So, can we automate them and improve both user and developer experiences? Of course!We will review the Release Drafter - a handy changelog automation tool for those who use GitHub or GitHub Enterprise. It can be used as a GitHub Action and can easily generate changelog drafts, using pull requests and labels as a foundation. Many advanced features are included, e.g. text formatting and substitutions, semantic versioning support, and management at the organization level. So let’s take this tool and configure it for a project together! During the presentation we will also review examples from WireMock, Jenkins and other open source communities. Those examples just need copy and paste.","Oleg Nenashev","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"3","Boost Your Coding Productivity: Embrace the AI code assistance with GitHub Copilot and Amazon CodeWhisperer","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=48807","48807","https://devoxx.be/talk/?id=48807","Are you tired of the constant disruptions and context-switching that hinder your coding flow?Imagine a world where you have an intelligent coding assistant by your side, providing contextual suggestions and speeding up your development process. Say goodbye to the endless distractions of searching for code samples and documentation on chatGPT or the web. It's time to embrace the transformative power of AI-driven coding assistance.In this captivating session, I will introduce you to the game-changing tools, GitHub Copilot and Amazon CodeWhisperer. These innovative AI-assisted software development tools can take your coding experience to new heights, allowing you to stay in the flow and achieve exceptional results with efficiency.During this session, we will dive into the use cases of GitHub Copilot and Amazon CodeWhisperer, exploring how they can be seamlessly integrated into your existing development workflow. Witness live demonstrations and discover which is better for the desired use case. Join me on this AI revolution journey and unlock the true potential of your coding productivity. Don't let distractions hold you back. The future of coding productivity is here, and it's powered by AI.","Piyush Mundada","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"4","Bring agility back to developers !","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=42010","42010","https://devoxx.be/talk/?id=42010","We talk about performance instead of talking about efficiency.We talk about ROI instead of continuous improvement. We emphasize monitoring over support and reporting over team protection. But give us back our agility!  Let us remember that agility was thought by and for developers, eager to create useful services that are used, in a rewarding way, in varying and variable contexts.Let's reclaim our power as Super Agile teams!Through scenes from our ""choose-your-own-adventure book"" 📖, we will see how each actor, whether Manager, Cross-functional Pilot, Agile Coach or Client, can help give us back the real keys 🔑 of your agility.","Fanny KLAUK","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"5","Build robust API tests with RestAssured","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=3853","3853","https://devoxx.be/talk/?id=3853","DescriptionThis workshop will show you how to use a different approach from SpringTest or any other tool to build robust API tests in the integration later or intra-services.Rest-Assured is a well-known Java DSL for testing REST services, giving software engineers a lot of freedom during the test automation process creation.The workshop will start with the RestAssured basics and how we can use any REST API methods in a test, followed by some features such as authentication, request and response specification, and authentication.After all the basic approaches you will learn how to apply some design and testing patterns such as Base Test Class and Test Data Factory to remove all code duplication. To enable a more robust architecture you will learn how to create abstraction on top of the auto-generated client code, creating a service abstraction to deal with different requests. This will allow you to extend the API test coverage and think about integration tests without mocks!StepsThis will be what you will learn during the workshop:Basic Rest-Assured conceptsRequest and Response specificationsFiltersHow to automate any test given the REST API methodsHow to deal with authenticationHow to build a robust framework for intra-service testing using:OpenAPI library to generate the client codeAbstractions for REST configuration, client definition, and service definitionSetup Infohttps://eliasnogueira.com/workshop/index.html","Elias Nogueira","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"6","Build your first VS Code extension in 30 minutes","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=50785","50785","https://devoxx.be/talk/?id=50785","Our integrated development environment, or IDE, is our daily companion, and among the classics like Eclipse or IntelliJ, VS Code has gained popularity in recent years. Like its peers, it has a system of plugins that allow you to extend its functionality, called an extension in VS Code.In this Tools-in-Action, I'll show you how to build your own extension. After a quick overview of the anatomy of an extension, we'll create one ""from scratch"" that covers the essential components: TreeView, Commands, Configuration, etc. After 30 minutes, we'll have a relatively simple but functional extension.The goal of this talk is to really inspire you to get started as soon as the talk is over. To that end, I'll distill my own recent learning journey, which hasn't been without its challenges.","Sébastien Blanc","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"7","C4 models as code","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=28357","28357","https://devoxx.be/talk/?id=28357","""Diagrams as code"", as featured on the ThoughtWorks Tech Radar, is becoming a popular way to create software architecture diagrams for inclusion in long-lived documentation. The benefits of creating diagrams from text are well understood - text is version controllable, easy to diff, easy to integrate into build pipelines, and automatic layout facilities allow authors to focus on content. The majority of these tools (e.g. PlantUML and Mermaid) are focussed on diagramming though, and require you to create one text file per diagram, with only a limited ability to reuse diagram elements across multiple diagrams. At scale, this causes maintenance problems, and leads to inconsistencies between diagrams.This talk will introduce and demonstrate the open source Structurizr DSL - a way to create a model of your software architecture using a textual DSL that's specifically targeted towards the C4 model. We'll also see how the DSL separates content from presentation, allowing you to render your diagrams with a number of tools, which in turn offers some answers for the tricky question of how to use the C4 model at scale.","Simon Brown","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
"8","Clean as You Code: Elevating Software Quality through Continuous Code Improvement","https://devoxx.be/2023-schedule/talks-by-tracks/talk/?id=64001","64001","https://devoxx.be/talk/?id=64001","In today's fast-paced software development landscape, maintaining code quality and ensuring its long-term sustainability is crucial. Clean Code practices and static code analysis tools play a pivotal role in achieving these goals. In this presentation, we'll discuss the benefits of Clean Code and how focusing on it will help you and your organization thrive. We'll dive deeper into the concept of ""Clean as You Code"" and the tools that ensure code is fit for development and production. ","Peter McKee","2022-08-04T10:30:00+00:00#2022-08-04T11:00:00+00:00"
